accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,time,urban_or_rural_area,weather_conditions,vehicle_type
BS0000383,,Sunday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,3:30,Urban,Fine no high winds,Car
BS0000384,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,2,4,Metropolitan Police,Dry,One way street,30,12:31,Urban,Fine no high winds,Car
BS0000385,,Sunday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,17:13,Urban,Fine no high winds,Motorcycle over 500cc
BS0000386,,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,22:22,Urban,Fine no high winds,Motorcycle over 500cc
BS0000387,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,10:05,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000388,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
BS0000389,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,3,Metropolitan Police,Dry,Single carriageway,30,6:00,Urban,Fine no high winds,Car
BS0000390,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000391,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,2,3,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
BS0000392,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000393,,Tuesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,9:06,Urban,Fine no high winds,Car
BS0000394,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
BS0000395,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,6:38,Urban,Fine no high winds,Car
BS0000396,,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,4,2,Metropolitan Police,Dry,Dual carriageway,30,0:20,Urban,Fine no high winds,Car
BS0000397,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,13:27,Urban,Fine no high winds,Car
BS0000398,,Sunday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000399,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,19:35,Urban,Fine no high winds,Car
BS0000400,,Tuesday,Authorised person,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car
BS0000401,,Saturday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
BS0000402,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:05,Urban,Fine no high winds,Car
BS0000403,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,14:26,Urban,Fine no high winds,Car
BS0000404,,Sunday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
BS0000405,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,7:55,Urban,Fine no high winds,Car
BS0000406,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,15:00,Urban,Fine no high winds,Car
BS0000407,,Friday,Auto traffic signal,Crossroads,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,14:07,Urban,Fine no high winds,Car
BS0000408,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000409,,Monday,Auto traffic signal,Crossroads,Serious,Darkness - lights lit,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Single carriageway,30,3:40,Urban,Fine no high winds,Car
BS0000410,,Friday,Give way or uncontrolled,Mini-roundabout,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Roundabout,30,12:37,Urban,Fine no high winds,Car
BS0000411,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car
BS0000412,,Friday,Give way or uncontrolled,Crossroads,Serious,Daylight,Kensington and Chelsea,,2,1,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car
BS0000413,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,17:19,Urban,Fine no high winds,Car
BS0000414,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,16:40,Urban,Fine no high winds,Car
BS0000415,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,Other object on road,1,1,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
BS0000416,,Friday,Give way or uncontrolled,Mini-roundabout,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Roundabout,30,16:40,Urban,Fine no high winds,Car
BS0000417,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:35,Urban,Raining no high winds,Car
BS0000418,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car
BS0000419,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,9:05,Urban,Fine no high winds,Car
BS0000420,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:00,Urban,Raining no high winds,Car
BS0000421,,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,15:49,Urban,Fine no high winds,Car
BS0000422,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,One way street,30,12:02,Urban,Fine no high winds,Car
BS0000423,,Sunday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,0:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000424,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car
BS0000425,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,3,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
BS0000426,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car
BS0000427,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,6:35,Urban,Fine no high winds,Car
BS0000428,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,11:59,Urban,Fine no high winds,Car
BS0000429,,Saturday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car
BS0000430,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,2,1,Metropolitan Police,Dry,Single carriageway,30,15:41,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000431,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,12:40,Urban,Fine no high winds,Car
BS0000432,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car
BS0000433,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
BS0000434,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Car
BS0000435,,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,17:30,Urban,Fine no high winds,Car
BS0000436,,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Motorcycle over 500cc
BS0000437,,Saturday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,2,2,Metropolitan Police,Dry,Dual carriageway,30,1:15,Urban,Fine no high winds,Car
BS0000438,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Motorcycle over 500cc
BS0000439,,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,One way street,30,6:40,Urban,Fine no high winds,Car
BS0000440,,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Motorcycle over 500cc
BS0000441,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Westminster,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:59,Urban,Fine no high winds,Car
BS0000442,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:02,Urban,Fine no high winds,Car
BS0000443,,Tuesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Dual carriageway,30,16:49,Urban,Fine no high winds,Car
BS0000444,,Tuesday,Auto traffic signal,Crossroads,Serious,Daylight,Kensington and Chelsea,,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,17:05,Urban,Raining no high winds,Motorcycle over 500cc
BS0000445,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
BS0000446,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
BS0000447,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000448,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,14:27,Urban,Fine no high winds,Car
BS0000449,,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
BS0000450,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Car
BS0000451,,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Taxi/Private hire car
BS0000452,,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
BS0000453,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Westminster,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:55,Urban,Raining no high winds,Car
BS0000454,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,21:05,Urban,Fine no high winds,Car
BS0000455,,Wednesday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000456,,Monday,Auto traffic signal,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:05,Urban,Fine no high winds,Car
BS0000457,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Car
BS0000458,,Wednesday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:59,Urban,Raining no high winds,Car
BS0000459,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,19:05,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000460,,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:08,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000461,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Dual carriageway,30,8:50,Urban,Fine no high winds,Car
BS0000462,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
BS0000463,,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,12:00,Urban,Fine no high winds,Motorcycle over 500cc
BS0000464,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Other vehicle
BS0000465,,Wednesday,Give way or uncontrolled,Roundabout,Serious,Darkness - lights lit,Hammersmith and Fulham,,3,2,Metropolitan Police,Dry,Roundabout,40,19:25,Urban,Fine no high winds,Car
BS0000466,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,21:15,Urban,Fine no high winds,Car
BS0000467,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
BS0000468,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,18:50,Urban,Fine no high winds,Car
BS0000469,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,2,Metropolitan Police,Dry,Single carriageway,30,0:30,Urban,Fine no high winds,Car
BS0000470,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,16:40,Urban,Fine no high winds,Car
BS0000471,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,Kensington and Chelsea,,1,1,Metropolitan Police,Dry,Single carriageway,30,2:47,Urban,Fine no high winds,Car
